Размер;Гаусс линейно;Гаусс параллель(2);Гаусс параллель(4);Гаусс параллель(6);Гаусс параллель(8);Гаусс параллель(10);Гаусс параллель(12);CG линейно;CG параллель(2);CG параллель(4);CG параллель(6);CG параллель(8);CG параллель(10);CG параллель(12);
100x100;0,002048;0,004758;0,004508;0,005180;0,007095;0,008320;0,011034;0,007892;0,008272;0,004767;0,006012;0,007244;0,007236;0,009706
500x500;0,190852;0,127271;0,113394;0,120415;0,090410;0,080170;0,072673;0,781995;0,349360;0,213669;0,224085;0,192590;0,161915;0,159437
1000x1000;1,030861;0,568735;0,339279;0,282183;0,304835;0,294650;0,294574;5,580961;3,036828;1,728002;1,494589;1,533165;1,294225;1,222242
1500x1500;3,701565;1,906824;1,089562;0,929315;0,878327;0,854917;0,840028;21,000307;11,425343;6,606465;7,021978;5,635014;4,877152;5,150331
2000x2000;8,483195;4,523966;2,631948;2,139105;2,032766;1,984806;1,931594;57,665599;26,458007;14,941196;13,257963;13,378153;11,329606;10,703285
2500x2500;16,938500;8,843428;4,949342;4,108266;3,911957;3,784700;3,719128;98,788779;54,024486;31,592179;27,650337;28,618839;24,604026;22,496563
3000x3000;29,150929;15,562661;8,720911;6,963504;6,815393;6,637431;6,467985;190,552640;113,982908;58,198540;47,876771;48,451223;42,464679;359,879779
